Passenger Type,Number of Tickets,Price per Ticket,Taxes & Fees,Total Price,Carry-on Baggage,Checked Baggage,Scrape Time,Fare Class,Departure Location Code,Arrival Location Code,Airline_id
Người lớn,1,1010000,785000,1795000,7,,2025-03-31 10:07:29,W1_ECO,SGN,HAN,AL002
Người lớn,1,1010000,785000,1795000,7,,2025-03-31 10:07:30,W1_ECO,SGN,HAN,AL002
Người lớn,1,1010000,785000,1795000,7,,2025-03-31 10:07:31,W1_ECO,SGN,HAN,AL002
Người lớn,1,1010000,785000,1795000,7,,2025-03-31 10:07:32,W1_ECO,SGN,HAN,AL002
Người lớn,1,1010000,785000,1795000,7,,2025-03-31 10:07:33,W1_ECO,SGN,HAN,AL002
Người lớn,1,1010000,785000,1795000,7,,2025-03-31 10:07:34,W1_ECO,SGN,HAN,AL002
Người lớn,1,1130000,795000,1925000,7,,2025-03-31 10:07:35,U1_ECO,SGN,HAN,AL002
Người lớn,1,1259000,790000,2049000,10,23.0,2025-03-31 10:07:36,T,SGN,HAN,AL004
Người lớn,1,1290000,808000,2098000,7,,2025-03-31 10:07:37,J1_ECO,SGN,HAN,AL002
Người lớn,1,1419000,818000,2237000,7,,2025-03-31 10:07:38,ECONOMYSMART,SGN,HAN,AL001
Người lớn,1,1419000,818000,2237000,7,,2025-03-31 10:07:39,ECONOMYSMART,SGN,HAN,AL001
Người lớn,1,1449000,805000,2254000,10,23.0,2025-03-31 10:07:40,R,SGN,HAN,AL004
Người lớn,1,1449000,805000,2254000,10,23.0,2025-03-31 10:07:41,R,SGN,HAN,AL004
Người lớn,1,1449000,805000,2254000,10,23.0,2025-03-31 10:07:42,R,SGN,HAN,AL004
Người lớn,1,1449000,805000,2254000,10,23.0,2025-03-31 10:07:43,R,SGN,HAN,AL004
Người lớn,1,1449000,805000,2254000,10,23.0,2025-03-31 10:07:44,R,SGN,HAN,AL004
Người lớn,1,1449000,805000,2254000,10,23.0,2025-03-31 10:07:45,R,SGN,HAN,AL004
Người lớn,1,1449000,805000,2254000,10,23.0,2025-03-31 10:07:46,R,SGN,HAN,AL004
Người lớn,1,1449000,805000,2254000,10,23.0,2025-03-31 10:07:47,R,SGN,HAN,AL004
Người lớn,1,1449000,805000,2254000,10,23.0,2025-03-31 10:07:48,R,SGN,HAN,AL004
Người lớn,1,1449000,805000,2254000,10,23.0,2025-03-31 10:07:49,R,SGN,HAN,AL004
Người lớn,1,1449000,805000,2254000,10,23.0,2025-03-31 10:07:50,R,SGN,HAN,AL004
Người lớn,1,1629000,835000,2464000,7,,2025-03-31 10:07:50,ECONOMYSMART,SGN,HAN,AL001
Người lớn,1,1629000,835000,2464000,7,,2025-03-31 10:07:51,ECONOMYSMART,SGN,HAN,AL001
Người lớn,1,1629000,835000,2464000,7,,2025-03-31 10:07:52,ECONOMYSMART,SGN,HAN,AL001
Người lớn,1,4399000,1056000,5455000,14,40.0,2025-03-31 10:07:52,BUSINESSSMART,SGN,HAN,AL001
Người lớn,1,4399000,1056000,5455000,14,40.0,2025-03-31 10:07:53,BUSINESSSMART,SGN,HAN,AL001
Người lớn,1,4399000,1056000,5455000,14,40.0,2025-03-31 10:07:54,BUSINESSSMART,SGN,HAN,AL001
Người lớn,1,4899000,1081000,5980000,7,32.0,2025-03-31 10:07:55,I,SGN,HAN,AL005
Người lớn,1,4899000,1081000,5980000,18,32.0,2025-03-31 10:07:55,I,SGN,HAN,AL004
Người lớn,1,4899000,1081000,5980000,18,32.0,2025-03-31 10:07:56,I,SGN,HAN,AL004
Người lớn,1,4899000,1081000,5980000,18,32.0,2025-03-31 10:07:57,I,SGN,HAN,AL004
Người lớn,1,4899000,1081000,5980000,18,32.0,2025-03-31 10:07:58,I,SGN,HAN,AL004
Người lớn,1,4899000,1081000,5980000,18,32.0,2025-03-31 10:07:59,I,SGN,HAN,AL004
Người lớn,1,5390000,1136000,6526000,18,40.0,2025-03-31 10:08:00,C_Boss,SGN,HAN,AL002
Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 10:08:00,J,SGN,HAN,AL004
Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 10:08:01,J,SGN,HAN,AL004
Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 10:08:02,J,SGN,HAN,AL004
Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 10:08:03,J,SGN,HAN,AL004
Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 10:08:04,J,SGN,HAN,AL004
Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 10:08:05,J,SGN,HAN,AL004
Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 10:08:06,J,SGN,HAN,AL004
Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 10:08:07,J,SGN,HAN,AL004
Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 10:08:08,J,SGN,HAN,AL004
Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 10:08:09,J,SGN,HAN,AL004
Người lớn,1,890000,776000,1666000,7,,2025-03-31 10:08:15,Z1_ECO,SGN,HAN,AL002
Người lớn,1,890000,776000,1666000,7,,2025-03-31 10:08:16,Z1_ECO,SGN,HAN,AL002
Người lớn,1,1358000,867000,2225000,7,,2025-03-31 10:08:17,N,SGN,HAN,AL003
Người lớn,1,1419000,818000,2237000,7,,2025-03-31 10:08:17,ECONOMYSMART,SGN,HAN,AL001
Người lớn,1,1419000,818000,2237000,7,,2025-03-31 10:08:18,ECONOMYSMART,SGN,HAN,AL001
Người lớn,1,1419000,818000,2237000,7,,2025-03-31 10:08:19,ECONOMYSMART,SGN,HAN,AL001
Người lớn,1,1449000,805000,2254000,10,23.0,2025-03-31 10:08:19,R,SGN,HAN,AL004
Người lớn,1,1639000,821000,2460000,10,23.0,2025-03-31 10:08:20,N,SGN,HAN,AL004
Người lớn,1,1639000,821000,2460000,10,23.0,2025-03-31 10:08:21,N,SGN,HAN,AL004
Người lớn,1,1639000,821000,2460000,7,23.0,2025-03-31 10:08:21,N,SGN,HAN,AL005
Người lớn,1,890000,776000,1666000,7,,2025-03-31 10:08:22,Z1_ECO,SGN,HAN,AL002
Người lớn,1,1010000,785000,1795000,7,,2025-03-31 10:08:23,W1_ECO,SGN,HAN,AL002
Người lớn,1,1010000,785000,1795000,7,,2025-03-31 10:08:24,W1_ECO,SGN,HAN,AL002
Người lớn,1,1010000,785000,1795000,7,,2025-03-31 10:08:25,W1_ECO,SGN,HAN,AL002
Người lớn,1,1010000,785000,1795000,7,,2025-03-31 10:08:26,W1_ECO,SGN,HAN,AL002
Người lớn,1,1010000,785000,1795000,7,,2025-03-31 10:08:27,W1_ECO,SGN,HAN,AL002
Người lớn,1,1010000,785000,1795000,7,,2025-03-31 10:08:28,W1_ECO,SGN,HAN,AL002
Người lớn,1,1010000,785000,1795000,7,,2025-03-31 10:08:29,W1_ECO,SGN,HAN,AL002
Người lớn,1,1010000,785000,1795000,7,,2025-03-31 10:08:30,W1_ECO,SGN,HAN,AL002
Người lớn,1,1010000,785000,1795000,7,,2025-03-31 10:08:31,W1_ECO,SGN,HAN,AL002
Người lớn,1,1010000,785000,1795000,7,,2025-03-31 10:08:32,W1_ECO,SGN,HAN,AL002
Người lớn,1,1010000,785000,1795000,7,,2025-03-31 10:08:33,W1_ECO,SGN,HAN,AL002
Người lớn,1,1130000,795000,1925000,7,,2025-03-31 10:08:34,U1_ECO,SGN,HAN,AL002
Người lớn,1,1419000,818000,2237000,7,,2025-03-31 10:08:34,ECONOMYSMART,SGN,HAN,AL001
Người lớn,1,1419000,818000,2237000,7,,2025-03-31 10:08:35,ECONOMYSMART,SGN,HAN,AL001
Người lớn,1,1419000,818000,2237000,7,,2025-03-31 10:08:36,ECONOMYSMART,SGN,HAN,AL001
Người lớn,1,1629000,835000,2464000,7,,2025-03-31 10:08:36,ECONOMYSMART,SGN,HAN,AL001
Người lớn,1,1629000,835000,2464000,7,,2025-03-31 10:08:37,ECONOMYSMART,SGN,HAN,AL001
Người lớn,1,1999000,849000,2848000,10,23.0,2025-03-31 10:08:37,L,SGN,HAN,AL004
Người lớn,1,1999000,849000,2848000,10,23.0,2025-03-31 10:08:38,L,SGN,HAN,AL004
Người lớn,1,1999000,849000,2848000,10,23.0,2025-03-31 10:08:39,L,SGN,HAN,AL004
Người lớn,1,1999000,849000,2848000,10,23.0,2025-03-31 10:08:40,L,SGN,HAN,AL004
Người lớn,1,1999000,849000,2848000,10,23.0,2025-03-31 10:08:41,L,SGN,HAN,AL004
Người lớn,1,1999000,849000,2848000,10,23.0,2025-03-31 10:08:42,L,SGN,HAN,AL004
Người lớn,1,1999000,849000,2848000,10,23.0,2025-03-31 10:08:43,L,SGN,HAN,AL004
Người lớn,1,1999000,849000,2848000,10,23.0,2025-03-31 10:08:44,L,SGN,HAN,AL004
Người lớn,1,1999000,849000,2848000,10,23.0,2025-03-31 10:08:45,L,SGN,HAN,AL004
Người lớn,1,1999000,849000,2848000,10,23.0,2025-03-31 10:08:46,L,SGN,HAN,AL004
Người lớn,1,1999000,849000,2848000,10,23.0,2025-03-31 10:08:47,L,SGN,HAN,AL004
Người lớn,1,2209000,866000,3075000,10,23.0,2025-03-31 10:08:48,K,SGN,HAN,AL004
Người lớn,1,2209000,866000,3075000,10,23.0,2025-03-31 10:08:49,K,SGN,HAN,AL004
Người lớn,1,2209000,866000,3075000,10,23.0,2025-03-31 10:08:50,K,SGN,HAN,AL004
Người lớn,1,2870000,934000,3804000,7,,2025-03-31 10:08:50,T1_ECO,SGN,HAN,AL002
Người lớn,1,2870000,934000,3804000,7,,2025-03-31 10:08:51,T1_ECO,SGN,HAN,AL002
Người lớn,1,4399000,1056000,5455000,14,40.0,2025-03-31 10:08:51,BUSINESSSMART,SGN,HAN,AL001
Người lớn,1,4399000,1056000,5455000,14,40.0,2025-03-31 10:08:52,BUSINESSSMART,SGN,HAN,AL001
Người lớn,1,4399000,1056000,5455000,14,40.0,2025-03-31 10:08:53,BUSINESSSMART,SGN,HAN,AL001
Người lớn,1,4399000,1056000,5455000,14,40.0,2025-03-31 10:08:54,BUSINESSSMART,SGN,HAN,AL001
Người lớn,1,4899000,1081000,5980000,18,32.0,2025-03-31 10:08:55,I,SGN,HAN,AL004
Người lớn,1,4899000,1081000,5980000,7,32.0,2025-03-31 10:08:54,I,SGN,HAN,AL005
Người lớn,1,4899000,1081000,5980000,18,32.0,2025-03-31 10:08:54,I,SGN,HAN,AL004
Người lớn,1,5390000,1136000,6526000,18,40.0,2025-03-31 10:08:56,C_Boss,SGN,HAN,AL002
Người lớn,1,5390000,1136000,6526000,18,40.0,2025-03-31 10:08:57,C_Boss,SGN,HAN,AL002
Người lớn,1,5399000,1121000,6520000,18,32.0,2025-03-31 10:08:58,D,SGN,HAN,AL004
Người lớn,1,5399000,1121000,6520000,18,32.0,2025-03-31 10:08:59,D,SGN,HAN,AL004
Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 10:08:59,J,SGN,HAN,AL004
Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 10:09:00,J,SGN,HAN,AL004
Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 10:09:01,J,SGN,HAN,AL004
Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 10:09:02,J,SGN,HAN,AL004
Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 10:09:03,J,SGN,HAN,AL004
Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 10:09:04,J,SGN,HAN,AL004
Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 10:09:05,J,SGN,HAN,AL004
Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 10:09:06,J,SGN,HAN,AL004
Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 10:09:07,J,SGN,HAN,AL004
Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 10:09:08,J,SGN,HAN,AL004
Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 10:09:09,J,SGN,HAN,AL004
Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 10:09:10,J,SGN,HAN,AL004
Người lớn,1,890000,776000,1666000,7,,2025-03-31 10:09:15,Z1_ECO,SGN,HAN,AL002
Người lớn,1,890000,776000,1666000,7,,2025-03-31 10:09:16,Z1_ECO,SGN,HAN,AL002
Người lớn,1,890000,776000,1666000,7,,2025-03-31 10:09:17,Z1_ECO,SGN,HAN,AL002
Người lớn,1,1259000,790000,2049000,10,23.0,2025-03-31 10:09:17,T,SGN,HAN,AL004
Người lớn,1,1259000,790000,2049000,10,23.0,2025-03-31 10:09:18,T,SGN,HAN,AL004
Người lớn,1,1259000,790000,2049000,10,23.0,2025-03-31 10:09:19,T,SGN,HAN,AL004
Người lớn,1,1358000,867000,2225000,7,,2025-03-31 10:09:19,N,SGN,HAN,AL003
Người lớn,1,1419000,818000,2237000,7,,2025-03-31 10:09:20,ECONOMYSMART,SGN,HAN,AL001
Người lớn,1,1419000,818000,2237000,7,,2025-03-31 10:09:21,ECONOMYSMART,SGN,HAN,AL001
Người lớn,1,1449000,805000,2254000,7,23.0,2025-03-31 10:09:22,R,SGN,HAN,AL005
Người lớn,1,890000,776000,1666000,7,,2025-03-31 10:09:22,Z1_ECO,SGN,HAN,AL002
Người lớn,1,890000,776000,1666000,7,,2025-03-31 10:09:23,Z1_ECO,SGN,HAN,AL002
Người lớn,1,890000,776000,1666000,7,,2025-03-31 10:09:24,Z1_ECO,SGN,HAN,AL002
Người lớn,1,890000,776000,1666000,7,,2025-03-31 10:09:25,Z1_ECO,SGN,HAN,AL002
Người lớn,1,890000,776000,1666000,7,,2025-03-31 10:09:26,Z1_ECO,SGN,HAN,AL002
Người lớn,1,890000,776000,1666000,7,,2025-03-31 10:09:27,Z1_ECO,SGN,HAN,AL002
Người lớn,1,1010000,785000,1795000,7,,2025-03-31 10:09:27,W1_ECO,SGN,HAN,AL002
Người lớn,1,1010000,785000,1795000,7,,2025-03-31 10:09:28,W1_ECO,SGN,HAN,AL002
Người lớn,1,1010000,785000,1795000,7,,2025-03-31 10:09:29,W1_ECO,SGN,HAN,AL002
Người lớn,1,1010000,785000,1795000,7,,2025-03-31 10:09:30,W1_ECO,SGN,HAN,AL002
Người lớn,1,1010000,785000,1795000,7,,2025-03-31 10:09:31,W1_ECO,SGN,HAN,AL002
Người lớn,1,1010000,785000,1795000,7,,2025-03-31 10:09:32,W1_ECO,SGN,HAN,AL002
Người lớn,1,1010000,785000,1795000,7,,2025-03-31 10:09:33,W1_ECO,SGN,HAN,AL002
Người lớn,1,1010000,785000,1795000,7,,2025-03-31 10:09:34,W1_ECO,SGN,HAN,AL002
Người lớn,1,1259000,790000,2049000,10,23.0,2025-03-31 10:09:34,T,SGN,HAN,AL004
Người lớn,1,1419000,818000,2237000,7,,2025-03-31 10:09:35,ECONOMYSMART,SGN,HAN,AL001
Người lớn,1,1419000,818000,2237000,7,,2025-03-31 10:09:36,ECONOMYSMART,SGN,HAN,AL001
Người lớn,1,1629000,835000,2464000,7,,2025-03-31 10:09:37,ECONOMYSMART,SGN,HAN,AL001
Người lớn,1,1629000,835000,2464000,7,,2025-03-31 10:09:38,ECONOMYSMART,SGN,HAN,AL001
Người lớn,1,1639000,821000,2460000,10,23.0,2025-03-31 10:09:39,N,SGN,HAN,AL004
Người lớn,1,1639000,821000,2460000,10,23.0,2025-03-31 10:09:40,N,SGN,HAN,AL004
Người lớn,1,1639000,821000,2460000,10,23.0,2025-03-31 10:09:41,N,SGN,HAN,AL004
Người lớn,1,1639000,821000,2460000,10,23.0,2025-03-31 10:09:42,N,SGN,HAN,AL004
Người lớn,1,1639000,821000,2460000,10,23.0,2025-03-31 10:09:43,N,SGN,HAN,AL004
Người lớn,1,1639000,821000,2460000,10,23.0,2025-03-31 10:09:44,N,SGN,HAN,AL004
Người lớn,1,1639000,821000,2460000,10,23.0,2025-03-31 10:09:45,N,SGN,HAN,AL004
Người lớn,1,1639000,821000,2460000,10,23.0,2025-03-31 10:09:46,N,SGN,HAN,AL004
Người lớn,1,1639000,821000,2460000,10,23.0,2025-03-31 10:09:47,N,SGN,HAN,AL004
Người lớn,1,1809000,834000,2643000,10,23.0,2025-03-31 10:09:47,Q,SGN,HAN,AL004
Người lớn,1,1809000,834000,2643000,10,23.0,2025-03-31 10:09:48,Q,SGN,HAN,AL004
Người lớn,1,1809000,834000,2643000,10,23.0,2025-03-31 10:09:49,Q,SGN,HAN,AL004
Người lớn,1,2870000,934000,3804000,7,,2025-03-31 10:09:50,T1_ECO,SGN,HAN,AL002
Người lớn,1,2870000,934000,3804000,7,,2025-03-31 10:09:51,T1_ECO,SGN,HAN,AL002
Người lớn,1,4399000,1056000,5455000,14,40.0,2025-03-31 10:09:51,BUSINESSSMART,SGN,HAN,AL001
Người lớn,1,4399000,1056000,5455000,14,40.0,2025-03-31 10:09:52,BUSINESSSMART,SGN,HAN,AL001
Người lớn,1,4399000,1056000,5455000,14,40.0,2025-03-31 10:09:53,BUSINESSSMART,SGN,HAN,AL001
Người lớn,1,4399000,1056000,5455000,14,40.0,2025-03-31 10:09:54,BUSINESSSMART,SGN,HAN,AL001
Người lớn,1,4899000,1081000,5980000,18,32.0,2025-03-31 10:09:55,I,SGN,HAN,AL004
Người lớn,1,4899000,1081000,5980000,18,32.0,2025-03-31 10:09:56,I,SGN,HAN,AL004
Người lớn,1,4899000,1081000,5980000,7,32.0,2025-03-31 10:09:56,I,SGN,HAN,AL005
Người lớn,1,4899000,1081000,5980000,18,32.0,2025-03-31 10:09:57,I,SGN,HAN,AL004
Người lớn,1,5390000,1136000,6526000,18,40.0,2025-03-31 10:09:58,C_Boss,SGN,HAN,AL002
Người lớn,1,5390000,1136000,6526000,18,40.0,2025-03-31 10:09:59,C_Boss,SGN,HAN,AL002
Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 10:10:00,J,SGN,HAN,AL004
Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 10:10:01,J,SGN,HAN,AL004
Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 10:10:02,J,SGN,HAN,AL004
Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 10:10:03,J,SGN,HAN,AL004
Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 10:10:04,J,SGN,HAN,AL004
Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 10:10:05,J,SGN,HAN,AL004
Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 10:10:06,J,SGN,HAN,AL004
Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 10:10:07,J,SGN,HAN,AL004
Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 10:10:08,J,SGN,HAN,AL004
Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 10:10:09,J,SGN,HAN,AL004
Người lớn,1,890000,776000,1666000,7,,2025-03-31 10:10:15,Z1_ECO,SGN,HAN,AL002
Người lớn,1,890000,776000,1666000,7,,2025-03-31 10:10:16,Z1_ECO,SGN,HAN,AL002
Người lớn,1,890000,776000,1666000,7,,2025-03-31 10:10:17,Z1_ECO,SGN,HAN,AL002
Người lớn,1,1259000,790000,2049000,10,23.0,2025-03-31 10:10:17,T,SGN,HAN,AL004
Người lớn,1,1259000,790000,2049000,10,23.0,2025-03-31 10:10:18,T,SGN,HAN,AL004
Người lớn,1,1259000,790000,2049000,7,23.0,2025-03-31 10:10:19,T,SGN,HAN,AL005
Người lớn,1,1358000,867000,2225000,7,,2025-03-31 10:10:20,N,SGN,HAN,AL003
Người lớn,1,1419000,818000,2237000,7,,2025-03-31 10:10:20,ECONOMYSMART,SGN,HAN,AL001
Người lớn,1,1419000,818000,2237000,7,,2025-03-31 10:10:21,ECONOMYSMART,SGN,HAN,AL001
Người lớn,1,1419000,818000,2237000,7,,2025-03-31 10:10:22,ECONOMYSMART,SGN,HAN,AL001
Người lớn,1,890000,776000,1666000,7,,2025-03-31 10:10:22,Z1_ECO,SGN,HAN,AL002
Người lớn,1,890000,776000,1666000,7,,2025-03-31 10:10:23,Z1_ECO,SGN,HAN,AL002
Người lớn,1,890000,776000,1666000,7,,2025-03-31 10:10:24,Z1_ECO,SGN,HAN,AL002
Người lớn,1,890000,776000,1666000,7,,2025-03-31 10:10:25,Z1_ECO,SGN,HAN,AL002
Người lớn,1,890000,776000,1666000,7,,2025-03-31 10:10:26,Z1_ECO,SGN,HAN,AL002
Người lớn,1,890000,776000,1666000,7,,2025-03-31 10:10:27,Z1_ECO,SGN,HAN,AL002
Người lớn,1,890000,776000,1666000,7,,2025-03-31 10:10:28,Z1_ECO,SGN,HAN,AL002
Người lớn,1,1010000,785000,1795000,7,,2025-03-31 10:10:28,W1_ECO,SGN,HAN,AL002
Người lớn,1,1010000,785000,1795000,7,,2025-03-31 10:10:29,W1_ECO,SGN,HAN,AL002
Người lớn,1,1010000,785000,1795000,7,,2025-03-31 10:10:30,W1_ECO,SGN,HAN,AL002
Người lớn,1,1010000,785000,1795000,7,,2025-03-31 10:10:31,W1_ECO,SGN,HAN,AL002
Người lớn,1,1010000,785000,1795000,7,,2025-03-31 10:10:32,W1_ECO,SGN,HAN,AL002
Người lớn,1,1010000,785000,1795000,7,,2025-03-31 10:10:33,W1_ECO,SGN,HAN,AL002
Người lớn,1,1130000,795000,1925000,7,,2025-03-31 10:10:34,U1_ECO,SGN,HAN,AL002
Người lớn,1,1259000,790000,2049000,10,23.0,2025-03-31 10:10:35,T,SGN,HAN,AL004
Người lớn,1,1419000,818000,2237000,7,,2025-03-31 10:10:35,ECONOMYSMART,SGN,HAN,AL001
Người lớn,1,1419000,818000,2237000,7,,2025-03-31 10:10:36,ECONOMYSMART,SGN,HAN,AL001
Người lớn,1,1419000,818000,2237000,7,,2025-03-31 10:10:37,ECONOMYSMART,SGN,HAN,AL001
Người lớn,1,1449000,805000,2254000,10,23.0,2025-03-31 10:10:37,R,SGN,HAN,AL004
Người lớn,1,1629000,835000,2464000,7,,2025-03-31 10:10:38,ECONOMYSMART,SGN,HAN,AL001
Người lớn,1,1629000,835000,2464000,7,,2025-03-31 10:10:39,ECONOMYSMART,SGN,HAN,AL001
Người lớn,1,1639000,821000,2460000,10,23.0,2025-03-31 10:10:40,N,SGN,HAN,AL004
Người lớn,1,1639000,821000,2460000,10,23.0,2025-03-31 10:10:41,N,SGN,HAN,AL004
Người lớn,1,1639000,821000,2460000,10,23.0,2025-03-31 10:10:42,N,SGN,HAN,AL004
Người lớn,1,1639000,821000,2460000,10,23.0,2025-03-31 10:10:43,N,SGN,HAN,AL004
Người lớn,1,1639000,821000,2460000,10,23.0,2025-03-31 10:10:44,N,SGN,HAN,AL004
Người lớn,1,1639000,821000,2460000,10,23.0,2025-03-31 10:10:45,N,SGN,HAN,AL004
Người lớn,1,1639000,821000,2460000,10,23.0,2025-03-31 10:10:46,N,SGN,HAN,AL004
Người lớn,1,1639000,821000,2460000,10,23.0,2025-03-31 10:10:47,N,SGN,HAN,AL004
Người lớn,1,1809000,834000,2643000,10,23.0,2025-03-31 10:10:48,Q,SGN,HAN,AL004
Người lớn,1,1809000,834000,2643000,10,23.0,2025-03-31 10:10:49,Q,SGN,HAN,AL004
Người lớn,1,4399000,1056000,5455000,14,40.0,2025-03-31 10:10:50,BUSINESSSMART,SGN,HAN,AL001
Người lớn,1,4399000,1056000,5455000,14,40.0,2025-03-31 10:10:51,BUSINESSSMART,SGN,HAN,AL001
Người lớn,1,4399000,1056000,5455000,14,40.0,2025-03-31 10:10:52,BUSINESSSMART,SGN,HAN,AL001
Người lớn,1,4399000,1056000,5455000,14,40.0,2025-03-31 10:10:53,BUSINESSSMART,SGN,HAN,AL001
Người lớn,1,4899000,1081000,5980000,7,32.0,2025-03-31 10:10:54,I,SGN,HAN,AL005
Người lớn,1,4899000,1081000,5980000,18,32.0,2025-03-31 10:10:54,I,SGN,HAN,AL004
Người lớn,1,4899000,1081000,5980000,18,32.0,2025-03-31 10:10:55,I,SGN,HAN,AL004
Người lớn,1,4899000,1081000,5980000,18,32.0,2025-03-31 10:10:56,I,SGN,HAN,AL004
Người lớn,1,4899000,1081000,5980000,18,32.0,2025-03-31 10:10:57,I,SGN,HAN,AL004
Người lớn,1,4899000,1081000,5980000,18,32.0,2025-03-31 10:10:58,I,SGN,HAN,AL004
Người lớn,1,5390000,1136000,6526000,18,40.0,2025-03-31 10:10:58,C_Boss,SGN,HAN,AL002
Người lớn,1,5390000,1136000,6526000,18,40.0,2025-03-31 10:10:59,C_Boss,SGN,HAN,AL002
Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 10:10:58,J,SGN,HAN,AL004
Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 10:10:59,J,SGN,HAN,AL004
Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 10:11:00,J,SGN,HAN,AL004
Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 10:11:01,J,SGN,HAN,AL004
Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 10:11:02,J,SGN,HAN,AL004
Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 10:11:03,J,SGN,HAN,AL004
Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 10:11:04,J,SGN,HAN,AL004
Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 10:11:05,J,SGN,HAN,AL004
Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 10:11:06,J,SGN,HAN,AL004
Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 10:11:07,J,SGN,HAN,AL004
Người lớn,1,690000,760000,1450000,7,,2025-03-31 10:11:13,A1_ECO,SGN,HAN,AL002
Người lớn,1,890000,776000,1666000,7,,2025-03-31 10:11:14,Z1_ECO,SGN,HAN,AL002
Người lớn,1,1259000,790000,2049000,10,23.0,2025-03-31 10:11:15,T,SGN,HAN,AL004
Người lớn,1,1259000,790000,2049000,10,23.0,2025-03-31 10:11:16,T,SGN,HAN,AL004
Người lớn,1,1259000,790000,2049000,7,23.0,2025-03-31 10:11:17,T,SGN,HAN,AL005
Người lớn,1,1358000,867000,2225000,7,,2025-03-31 10:11:17,N,SGN,HAN,AL003
Người lớn,1,1419000,818000,2237000,7,,2025-03-31 10:11:18,ECONOMYSMART,SGN,HAN,AL001
Người lớn,1,1419000,818000,2237000,7,,2025-03-31 10:11:19,ECONOMYSMART,SGN,HAN,AL001
Người lớn,1,890000,776000,1666000,7,,2025-03-31 10:11:20,Z1_ECO,SGN,HAN,AL002
Người lớn,1,890000,776000,1666000,7,,2025-03-31 10:11:21,Z1_ECO,SGN,HAN,AL002
Người lớn,1,890000,776000,1666000,7,,2025-03-31 10:11:22,Z1_ECO,SGN,HAN,AL002
Người lớn,1,890000,776000,1666000,7,,2025-03-31 10:11:23,Z1_ECO,SGN,HAN,AL002
Người lớn,1,890000,776000,1666000,7,,2025-03-31 10:11:24,Z1_ECO,SGN,HAN,AL002
Người lớn,1,890000,776000,1666000,7,,2025-03-31 10:11:25,Z1_ECO,SGN,HAN,AL002
Người lớn,1,890000,776000,1666000,7,,2025-03-31 10:11:26,Z1_ECO,SGN,HAN,AL002
Người lớn,1,890000,776000,1666000,7,,2025-03-31 10:11:27,Z1_ECO,SGN,HAN,AL002
Người lớn,1,890000,776000,1666000,7,,2025-03-31 10:11:28,Z1_ECO,SGN,HAN,AL002
Người lớn,1,890000,776000,1666000,7,,2025-03-31 10:11:29,Z1_ECO,SGN,HAN,AL002
Người lớn,1,1010000,785000,1795000,7,,2025-03-31 10:11:29,W1_ECO,SGN,HAN,AL002
