Departure Time,Passenger Type,Number of Tickets,Price per Ticket,Taxes & Fees,Total Price,Carry-on Baggage,Checked Baggage,Scrape Time,Flight Code,Fare Class,Departure Location Code,Airline_id
2025-04-07 19:00:00,Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 09:02:00,VN258,J,SGN,AL004
2025-04-07 20:00:00,Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 09:02:01,VN220,J,SGN,AL004
2025-04-07 17:00:00,Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 09:02:01,VN254,J,SGN,AL004
2025-04-08 22:10:00,Người lớn,1,1010000,785000,1795000,7,,2025-03-31 09:02:05,VJ172,W1_ECO,SGN,AL002
2025-04-08 22:55:00,Người lớn,1,1010000,785000,1795000,7,,2025-03-31 09:02:06,VJ1168,W1_ECO,SGN,AL002
2025-04-08 23:35:00,Người lớn,1,1010000,785000,1795000,7,,2025-03-31 09:02:07,VJ1170,W1_ECO,SGN,AL002
2025-04-08 23:00:00,Người lớn,1,1069000,775000,1844000,10,23.0,2025-03-31 09:02:07,VN270,E,SGN,AL004
2025-04-08 05:45:00,Người lớn,1,1198000,854000,2052000,7,,2025-03-31 09:02:08,VU750,M,SGN,AL003
2025-04-08 18:40:00,Người lớn,1,1249000,804000,2053000,7,,2025-03-31 09:02:09,QH268,ECONOMYSMART,SGN,AL001
2025-04-08 23:05:00,Người lớn,1,1249000,804000,2053000,7,,2025-03-31 09:02:09,QH290,ECONOMYSMART,SGN,AL001
2025-04-08 19:35:00,Người lớn,1,1259000,790000,2049000,10,23.0,2025-03-31 09:02:10,VN262,T,SGN,AL004
2025-04-08 20:00:00,Người lớn,1,1259000,790000,2049000,10,23.0,2025-03-31 09:02:11,VN220,T,SGN,AL004
2025-04-08 05:10:00,Người lớn,1,1419000,818000,2237000,7,,2025-03-31 09:02:11,QH202,ECONOMYSMART,SGN,AL001
2025-04-08 04:55:00,Người lớn,1,1449000,805000,2254000,7,23.0,2025-03-31 09:02:12,VN6002,R,SGN,AL005
2025-04-08 21:00:00,Người lớn,1,1130000,795000,1925000,7,,2025-03-31 09:02:12,VJ174,U1_ECO,SGN,AL002
2025-04-08 21:00:00,Người lớn,1,1259000,790000,2049000,10,23.0,2025-03-31 09:02:13,VN260,T,SGN,AL004
2025-04-08 22:00:00,Người lớn,1,1259000,790000,2049000,10,23.0,2025-03-31 09:02:14,VN224,T,SGN,AL004
2025-04-08 06:00:00,Người lớn,1,1290000,808000,2098000,7,,2025-03-31 09:02:14,VJ1128,J1_ECO,SGN,AL002
2025-04-08 06:15:00,Người lớn,1,1290000,808000,2098000,7,,2025-03-31 09:02:15,VJ196,J1_ECO,SGN,AL002
2025-04-08 07:10:00,Người lớn,1,1290000,808000,2098000,7,,2025-03-31 09:02:16,VJ190,J1_ECO,SGN,AL002
2025-04-08 07:30:00,Người lớn,1,1290000,808000,2098000,7,,2025-03-31 09:02:16,VJ120,J1_ECO,SGN,AL002
2025-04-08 16:05:00,Người lớn,1,1290000,808000,2098000,7,,2025-03-31 09:02:17,VJ150,J1_ECO,SGN,AL002
2025-04-08 16:50:00,Người lớn,1,1290000,808000,2098000,7,,2025-03-31 09:02:17,VJ1162,J1_ECO,SGN,AL002
2025-04-08 17:20:00,Người lớn,1,1290000,808000,2098000,7,,2025-03-31 09:02:18,VJ1152,J1_ECO,SGN,AL002
2025-04-08 20:00:00,Người lớn,1,1290000,808000,2098000,7,,2025-03-31 09:02:19,VJ1160,J1_ECO,SGN,AL002
2025-04-08 20:00:00,Người lớn,1,1290000,808000,2098000,7,,2025-03-31 09:02:19,VJ1176,J1_ECO,SGN,AL002
2025-04-08 20:30:00,Người lớn,1,1290000,808000,2098000,7,,2025-03-31 09:02:20,VJ180,J1_ECO,SGN,AL002
2025-04-08 07:10:00,Người lớn,1,1419000,818000,2237000,7,,2025-03-31 09:02:21,QH204,ECONOMYSMART,SGN,AL001
2025-04-08 10:40:00,Người lớn,1,1419000,818000,2237000,7,,2025-03-31 09:02:21,QH224,ECONOMYSMART,SGN,AL001
2025-04-08 12:50:00,Người lớn,1,1419000,818000,2237000,7,,2025-03-31 09:02:22,QH242,ECONOMYSMART,SGN,AL001
2025-04-08 15:45:00,Người lớn,1,1419000,818000,2237000,7,,2025-03-31 09:02:22,QH254,ECONOMYSMART,SGN,AL001
2025-04-08 08:10:00,Người lớn,1,1440000,820000,2260000,7,,2025-03-31 09:02:23,VJ1126,I1_ECO,SGN,AL002
2025-04-08 09:20:00,Người lớn,1,1440000,820000,2260000,7,,2025-03-31 09:02:24,VJ124,I1_ECO,SGN,AL002
2025-04-08 12:25:00,Người lớn,1,1440000,820000,2260000,7,,2025-03-31 09:02:24,VJ1138,I1_ECO,SGN,AL002
2025-04-08 15:25:00,Người lớn,1,1440000,820000,2260000,7,,2025-03-31 09:02:25,VJ146,I1_ECO,SGN,AL002
2025-04-08 19:40:00,Người lớn,1,1440000,820000,2260000,7,,2025-03-31 09:02:26,VJ1158,I1_ECO,SGN,AL002
2025-04-08 06:15:00,Người lớn,1,1449000,805000,2254000,10,23.0,2025-03-31 09:02:26,VN7202,R,SGN,AL004
2025-04-08 17:00:00,Người lớn,1,1449000,805000,2254000,10,23.0,2025-03-31 09:02:27,VN254,R,SGN,AL004
2025-04-08 19:00:00,Người lớn,1,1449000,805000,2254000,10,23.0,2025-03-31 09:02:27,VN258,R,SGN,AL004
2025-04-08 20:30:00,Người lớn,1,1449000,805000,2254000,10,23.0,2025-03-31 09:02:28,VN256,R,SGN,AL004
2025-04-08 10:25:00,Người lớn,1,1610000,833000,2443000,7,,2025-03-31 09:02:29,VJ1130,B1_ECO,SGN,AL002
2025-04-08 06:00:00,Người lớn,1,1639000,821000,2460000,10,23.0,2025-03-31 09:02:29,VN206,N,SGN,AL004
2025-04-08 07:00:00,Người lớn,1,1639000,821000,2460000,10,23.0,2025-03-31 09:02:30,VN240,N,SGN,AL004
2025-04-08 11:00:00,Người lớn,1,1639000,821000,2460000,10,23.0,2025-03-31 09:02:30,VN246,N,SGN,AL004
2025-04-08 12:00:00,Người lớn,1,1639000,821000,2460000,10,23.0,2025-03-31 09:02:31,VN212,N,SGN,AL004
2025-04-08 14:00:00,Người lớn,1,1639000,821000,2460000,10,23.0,2025-03-31 09:02:31,VN214,N,SGN,AL004
2025-04-08 14:00:00,Người lớn,1,1639000,821000,2460000,10,23.0,2025-03-31 09:02:32,VN248,N,SGN,AL004
2025-04-08 15:00:00,Người lớn,1,1639000,821000,2460000,10,23.0,2025-03-31 09:02:33,VN250,N,SGN,AL004
2025-04-08 16:00:00,Người lớn,1,1809000,834000,2643000,10,23.0,2025-03-31 09:02:33,VN216,Q,SGN,AL004
2025-04-08 06:30:00,Người lớn,1,1990000,864000,2854000,7,,2025-03-31 09:02:34,VJ1180,K1_ECO,SGN,AL002
2025-04-08 18:45:00,Người lớn,1,1990000,864000,2854000,7,,2025-03-31 09:02:35,VJ1156,K1_ECO,SGN,AL002
2025-04-08 10:00:00,Người lớn,1,1999000,849000,2848000,10,23.0,2025-03-31 09:02:35,VN210,L,SGN,AL004
2025-04-08 18:00:00,Người lớn,1,1999000,849000,2848000,10,23.0,2025-03-31 09:02:36,VN218,L,SGN,AL004
2025-04-08 09:40:00,Người lớn,1,2160000,877000,3037000,7,,2025-03-31 09:02:36,VJ1132,L1_ECO,SGN,AL002
2025-04-08 08:00:00,Người lớn,1,2209000,866000,3075000,10,23.0,2025-03-31 09:02:37,VN208,K,SGN,AL004
2025-04-08 09:00:00,Người lớn,1,2209000,866000,3075000,10,23.0,2025-03-31 09:02:36,VN244,K,SGN,AL004
2025-04-08 05:00:00,Người lớn,1,2300000,888000,3188000,7,,2025-03-31 09:02:37,VJ1198,M1_ECO,SGN,AL002
2025-04-08 12:10:00,Người lớn,1,2300000,888000,3188000,7,,2025-03-31 09:02:38,VJ178,M1_ECO,SGN,AL002
2025-04-08 13:10:00,Người lớn,1,2300000,888000,3188000,7,,2025-03-31 09:02:38,VJ140,M1_ECO,SGN,AL002
2025-04-08 23:00:00,Người lớn,1,3137000,940000,4077000,18,32.0,2025-03-31 09:02:39,VN270,I,SGN,AL004
2025-04-08 21:00:00,Người lớn,1,3137000,940000,4077000,18,32.0,2025-03-31 09:02:40,VN260,I,SGN,AL004
2025-04-08 22:00:00,Người lớn,1,3137000,940000,4077000,18,32.0,2025-03-31 09:02:40,VN224,I,SGN,AL004
2025-04-08 04:55:00,Người lớn,1,3137000,940000,4077000,7,32.0,2025-03-31 09:02:41,VN6002,I,SGN,AL005
2025-04-08 20:30:00,Người lớn,1,3137000,940000,4077000,18,32.0,2025-03-31 09:02:41,VN256,I,SGN,AL004
2025-04-08 06:00:00,Người lớn,1,3837000,996000,4833000,18,32.0,2025-03-31 09:02:42,VN206,D,SGN,AL004
2025-04-08 23:05:00,Người lớn,1,4399000,1056000,5455000,14,40.0,2025-03-31 09:02:43,QH290,BUSINESSSMART,SGN,AL001
2025-04-08 05:10:00,Người lớn,1,4399000,1056000,5455000,14,40.0,2025-03-31 09:02:43,QH202,BUSINESSSMART,SGN,AL001
2025-04-08 15:45:00,Người lớn,1,4399000,1056000,5455000,14,40.0,2025-03-31 09:02:44,QH254,BUSINESSSMART,SGN,AL001
2025-04-08 06:15:00,Người lớn,1,4899000,1081000,5980000,18,32.0,2025-03-31 09:02:45,VN7202,I,SGN,AL004
2025-04-08 07:00:00,Người lớn,1,4899000,1081000,5980000,18,32.0,2025-03-31 09:02:45,VN240,I,SGN,AL004
2025-04-08 19:35:00,Người lớn,1,6080000,1176000,7256000,18,32.0,2025-03-31 09:02:46,VN262,J,SGN,AL004
2025-04-08 20:00:00,Người lớn,1,6080000,1176000,7256000,18,32.0,2025-03-31 09:02:47,VN220,J,SGN,AL004
2025-04-08 19:00:00,Người lớn,1,6080000,1176000,7256000,18,32.0,2025-03-31 09:02:47,VN258,J,SGN,AL004
2025-04-08 18:00:00,Người lớn,1,6080000,1176000,7256000,18,32.0,2025-03-31 09:02:48,VN218,J,SGN,AL004
2025-04-08 17:00:00,Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 09:02:48,VN254,J,SGN,AL004
2025-04-08 11:00:00,Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 09:02:49,VN246,J,SGN,AL004
2025-04-08 12:00:00,Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 09:02:50,VN212,J,SGN,AL004
2025-04-08 14:00:00,Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 09:02:50,VN214,J,SGN,AL004
2025-04-08 14:00:00,Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 09:02:51,VN248,J,SGN,AL004
2025-04-08 15:00:00,Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 09:02:52,VN250,J,SGN,AL004
2025-04-08 16:00:00,Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 09:02:52,VN216,J,SGN,AL004
2025-04-08 10:00:00,Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 09:02:53,VN210,J,SGN,AL004
2025-04-08 08:00:00,Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 09:02:53,VN208,J,SGN,AL004
2025-04-08 09:00:00,Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 09:02:54,VN244,J,SGN,AL004
2025-04-09 05:45:00,Người lớn,1,1008000,839000,1847000,7,,2025-03-31 09:03:00,VU750,L,SGN,AL003
2025-04-09 20:00:00,Người lớn,1,1010000,785000,1795000,7,,2025-03-31 09:03:01,VJ1176,W1_ECO,SGN,AL002
2025-04-09 20:05:00,Người lớn,1,1010000,785000,1795000,7,,2025-03-31 09:03:01,VJ1160,W1_ECO,SGN,AL002
2025-04-09 21:00:00,Người lớn,1,1010000,785000,1795000,7,,2025-03-31 09:03:02,VJ174,W1_ECO,SGN,AL002
2025-04-09 22:00:00,Người lớn,1,1069000,775000,1844000,10,23.0,2025-03-31 09:03:03,VN224,E,SGN,AL004
2025-04-09 23:00:00,Người lớn,1,1069000,775000,1844000,10,23.0,2025-03-31 09:03:03,VN270,E,SGN,AL004
2025-04-09 17:15:00,Người lớn,1,1249000,804000,2053000,7,,2025-03-31 09:03:04,QH254,ECONOMYSMART,SGN,AL001
2025-04-09 18:40:00,Người lớn,1,1249000,804000,2053000,7,,2025-03-31 09:03:04,QH268,ECONOMYSMART,SGN,AL001
2025-04-09 23:05:00,Người lớn,1,1249000,804000,2053000,7,,2025-03-31 09:03:05,QH290,ECONOMYSMART,SGN,AL001
2025-04-09 19:00:00,Người lớn,1,1259000,790000,2049000,10,23.0,2025-03-31 09:03:06,VN258,T,SGN,AL004
2025-04-09 04:55:00,Người lớn,1,1449000,805000,2254000,7,23.0,2025-03-31 09:03:06,VN6002,R,SGN,AL005
2025-04-09 22:10:00,Người lớn,1,1010000,785000,1795000,7,,2025-03-31 09:03:07,VJ172,W1_ECO,SGN,AL002
2025-04-09 22:55:00,Người lớn,1,1010000,785000,1795000,7,,2025-03-31 09:03:08,VJ1168,W1_ECO,SGN,AL002
2025-04-09 23:35:00,Người lớn,1,1010000,785000,1795000,7,,2025-03-31 09:03:08,VJ1170,W1_ECO,SGN,AL002
2025-04-09 06:15:00,Người lớn,1,1130000,795000,1925000,7,,2025-03-31 09:03:08,VJ196,U1_ECO,SGN,AL002
2025-04-09 16:05:00,Người lớn,1,1130000,795000,1925000,7,,2025-03-31 09:03:08,VJ150,U1_ECO,SGN,AL002
2025-04-09 16:50:00,Người lớn,1,1130000,795000,1925000,7,,2025-03-31 09:03:09,VJ1162,U1_ECO,SGN,AL002
2025-04-09 17:20:00,Người lớn,1,1130000,795000,1925000,7,,2025-03-31 09:03:09,VJ1152,U1_ECO,SGN,AL002
2025-04-09 18:45:00,Người lớn,1,1130000,795000,1925000,7,,2025-03-31 09:03:10,VJ1156,U1_ECO,SGN,AL002
2025-04-09 19:40:00,Người lớn,1,1130000,795000,1925000,7,,2025-03-31 09:03:11,VJ1158,U1_ECO,SGN,AL002
2025-04-09 20:30:00,Người lớn,1,1130000,795000,1925000,7,,2025-03-31 09:03:11,VJ180,U1_ECO,SGN,AL002
2025-04-09 19:35:00,Người lớn,1,1259000,790000,2049000,10,23.0,2025-03-31 09:03:12,VN262,T,SGN,AL004
2025-04-09 20:00:00,Người lớn,1,1259000,790000,2049000,10,23.0,2025-03-31 09:03:13,VN220,T,SGN,AL004
2025-04-09 20:30:00,Người lớn,1,1259000,790000,2049000,10,23.0,2025-03-31 09:03:13,VN256,T,SGN,AL004
2025-04-09 21:00:00,Người lớn,1,1259000,790000,2049000,10,23.0,2025-03-31 09:03:14,VN260,T,SGN,AL004
2025-04-09 07:10:00,Người lớn,1,1290000,808000,2098000,7,,2025-03-31 09:03:15,VJ190,J1_ECO,SGN,AL002
2025-04-09 07:30:00,Người lớn,1,1290000,808000,2098000,7,,2025-03-31 09:03:15,VJ120,J1_ECO,SGN,AL002
2025-04-09 12:50:00,Người lớn,1,1290000,808000,2098000,7,,2025-03-31 09:03:16,VJ1172,J1_ECO,SGN,AL002
2025-04-09 13:10:00,Người lớn,1,1290000,808000,2098000,7,,2025-03-31 09:03:16,VJ140,J1_ECO,SGN,AL002
2025-04-09 14:05:00,Người lớn,1,1290000,808000,2098000,7,,2025-03-31 09:03:17,VJ1148,J1_ECO,SGN,AL002
2025-04-09 15:25:00,Người lớn,1,1290000,808000,2098000,7,,2025-03-31 09:03:18,VJ146,J1_ECO,SGN,AL002
2025-04-09 07:10:00,Người lớn,1,1419000,818000,2237000,7,,2025-03-31 09:03:18,QH204,ECONOMYSMART,SGN,AL001
2025-04-09 10:40:00,Người lớn,1,1419000,818000,2237000,7,,2025-03-31 09:03:19,QH224,ECONOMYSMART,SGN,AL001
2025-04-09 12:50:00,Người lớn,1,1419000,818000,2237000,7,,2025-03-31 09:03:20,QH242,ECONOMYSMART,SGN,AL001
2025-04-09 05:00:00,Người lớn,1,1440000,820000,2260000,7,,2025-03-31 09:03:20,VJ1198,I1_ECO,SGN,AL002
2025-04-09 08:10:00,Người lớn,1,1440000,820000,2260000,7,,2025-03-31 09:03:21,VJ1126,I1_ECO,SGN,AL002
2025-04-09 14:00:00,Người lớn,1,1449000,805000,2254000,10,23.0,2025-03-31 09:03:22,VN214,R,SGN,AL004
2025-04-09 15:00:00,Người lớn,1,1449000,805000,2254000,10,23.0,2025-03-31 09:03:22,VN250,R,SGN,AL004
2025-04-09 16:00:00,Người lớn,1,1449000,805000,2254000,10,23.0,2025-03-31 09:03:23,VN216,R,SGN,AL004
2025-04-09 16:15:00,Người lớn,1,1449000,805000,2254000,10,23.0,2025-03-31 09:03:23,VN7258,R,SGN,AL004
2025-04-09 16:40:00,Người lớn,1,1449000,805000,2254000,10,23.0,2025-03-31 09:03:24,VN252,R,SGN,AL004
2025-04-09 17:00:00,Người lớn,1,1449000,805000,2254000,10,23.0,2025-03-31 09:03:25,VN254,R,SGN,AL004
2025-04-09 18:00:00,Người lớn,1,1449000,805000,2254000,10,23.0,2025-03-31 09:03:25,VN218,R,SGN,AL004
2025-04-09 09:20:00,Người lớn,1,1610000,833000,2443000,7,,2025-03-31 09:03:26,VJ124,B1_ECO,SGN,AL002
2025-04-09 07:00:00,Người lớn,1,1639000,821000,2460000,10,23.0,2025-03-31 09:03:27,VN240,N,SGN,AL004
2025-04-09 08:00:00,Người lớn,1,1639000,821000,2460000,10,23.0,2025-03-31 09:03:27,VN208,N,SGN,AL004
2025-04-09 11:00:00,Người lớn,1,1639000,821000,2460000,10,23.0,2025-03-31 09:03:28,VN246,N,SGN,AL004
2025-04-09 12:00:00,Người lớn,1,1639000,821000,2460000,10,23.0,2025-03-31 09:03:29,VN212,N,SGN,AL004
2025-04-09 13:00:00,Người lớn,1,1639000,821000,2460000,10,23.0,2025-03-31 09:03:29,VN248,N,SGN,AL004
2025-04-09 06:00:00,Người lớn,1,1790000,848000,2638000,7,,2025-03-31 09:03:30,VJ1128,H1_ECO,SGN,AL002
2025-04-09 09:00:00,Người lớn,1,1809000,834000,2643000,10,23.0,2025-03-31 09:03:31,VN244,Q,SGN,AL004
2025-04-09 10:00:00,Người lớn,1,1809000,834000,2643000,10,23.0,2025-03-31 09:03:31,VN210,Q,SGN,AL004
2025-04-09 09:40:00,Người lớn,1,1990000,864000,2854000,7,,2025-03-31 09:03:32,VJ1132,K1_ECO,SGN,AL002
2025-04-09 10:25:00,Người lớn,1,1990000,864000,2854000,7,,2025-03-31 09:03:32,VJ1130,K1_ECO,SGN,AL002
2025-04-09 12:25:00,Người lớn,1,1990000,864000,2854000,7,,2025-03-31 09:03:33,VJ1138,K1_ECO,SGN,AL002
2025-04-09 06:00:00,Người lớn,1,2609000,898000,3507000,10,23.0,2025-03-31 09:03:34,VN206,S,SGN,AL004
2025-04-09 22:00:00,Người lớn,1,3137000,940000,4077000,18,32.0,2025-03-31 09:03:34,VN224,I,SGN,AL004
2025-04-09 23:00:00,Người lớn,1,3137000,940000,4077000,18,32.0,2025-03-31 09:03:35,VN270,I,SGN,AL004
2025-04-09 20:30:00,Người lớn,1,3137000,940000,4077000,18,32.0,2025-03-31 09:03:36,VN256,I,SGN,AL004
2025-04-09 21:00:00,Người lớn,1,3137000,940000,4077000,18,32.0,2025-03-31 09:03:36,VN260,I,SGN,AL004
2025-04-09 04:55:00,Người lớn,1,3137000,940000,4077000,7,32.0,2025-03-31 09:03:37,VN6002,I,SGN,AL005
2025-04-09 06:00:00,Người lớn,1,3137000,940000,4077000,18,32.0,2025-03-31 09:03:38,VN206,I,SGN,AL004
2025-04-09 17:15:00,Người lớn,1,3299000,968000,4267000,14,40.0,2025-03-31 09:03:38,QH254,BUSINESSSMART,SGN,AL001
2025-04-09 23:05:00,Người lớn,1,3299000,968000,4267000,14,40.0,2025-03-31 09:03:39,QH290,BUSINESSSMART,SGN,AL001
2025-04-09 07:00:00,Người lớn,1,4899000,1081000,5980000,18,32.0,2025-03-31 09:03:39,VN240,I,SGN,AL004
2025-04-09 12:50:00,Người lớn,1,5390000,1136000,6526000,18,40.0,2025-03-31 09:03:39,VJ1172,C_Boss,SGN,AL002
2025-04-09 19:00:00,Người lớn,1,6080000,1176000,7256000,18,32.0,2025-03-31 09:03:39,VN258,J,SGN,AL004
2025-04-09 19:35:00,Người lớn,1,6080000,1176000,7256000,18,32.0,2025-03-31 09:03:40,VN262,J,SGN,AL004
2025-04-09 20:00:00,Người lớn,1,6080000,1176000,7256000,18,32.0,2025-03-31 09:03:41,VN220,J,SGN,AL004
2025-04-09 18:00:00,Người lớn,1,6080000,1176000,7256000,18,32.0,2025-03-31 09:03:41,VN218,J,SGN,AL004
2025-04-09 14:00:00,Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 09:03:42,VN214,J,SGN,AL004
2025-04-09 15:00:00,Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 09:03:43,VN250,J,SGN,AL004
2025-04-09 16:00:00,Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 09:03:43,VN216,J,SGN,AL004
2025-04-09 16:15:00,Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 09:03:44,VN7258,J,SGN,AL004
2025-04-09 16:40:00,Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 09:03:44,VN252,J,SGN,AL004
2025-04-09 17:00:00,Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 09:03:45,VN254,J,SGN,AL004
2025-04-09 08:00:00,Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 09:03:46,VN208,J,SGN,AL004
2025-04-09 11:00:00,Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 09:03:46,VN246,J,SGN,AL004
2025-04-09 12:00:00,Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 09:03:47,VN212,J,SGN,AL004
2025-04-09 13:00:00,Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 09:03:48,VN248,J,SGN,AL004
2025-04-09 09:00:00,Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 09:03:48,VN244,J,SGN,AL004
2025-04-09 10:00:00,Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 09:03:49,VN210,J,SGN,AL004
2025-04-10 05:45:00,Người lớn,1,1008000,839000,1847000,7,,2025-03-31 09:03:55,VU750,L,SGN,AL003
2025-04-10 19:40:00,Người lớn,1,1010000,785000,1795000,7,,2025-03-31 09:03:55,VJ1158,W1_ECO,SGN,AL002
2025-04-10 22:10:00,Người lớn,1,1010000,785000,1795000,7,,2025-03-31 09:03:56,VJ172,W1_ECO,SGN,AL002
2025-04-10 22:55:00,Người lớn,1,1010000,785000,1795000,7,,2025-03-31 09:03:57,VJ1168,W1_ECO,SGN,AL002
2025-04-10 23:00:00,Người lớn,1,1069000,775000,1844000,10,23.0,2025-03-31 09:03:57,VN270,E,SGN,AL004
2025-04-10 21:00:00,Người lớn,1,1259000,790000,2049000,10,23.0,2025-03-31 09:03:58,VN260,T,SGN,AL004
2025-04-10 22:00:00,Người lớn,1,1259000,790000,2049000,10,23.0,2025-03-31 09:03:59,VN224,T,SGN,AL004
2025-04-10 05:10:00,Người lớn,1,1419000,818000,2237000,7,,2025-03-31 09:03:59,QH202,ECONOMYSMART,SGN,AL001
2025-04-10 04:55:00,Người lớn,1,1449000,805000,2254000,7,23.0,2025-03-31 09:04:00,VN6002,R,SGN,AL005
2025-04-10 07:10:00,Người lớn,1,1629000,835000,2464000,7,,2025-03-31 09:04:01,QH204,ECONOMYSMART,SGN,AL001
2025-04-10 10:40:00,Người lớn,1,1629000,835000,2464000,7,,2025-03-31 09:04:01,QH224,ECONOMYSMART,SGN,AL001
2025-04-10 23:35:00,Người lớn,1,1010000,785000,1795000,7,,2025-03-31 09:04:02,VJ1170,W1_ECO,SGN,AL002
2025-04-10 06:15:00,Người lớn,1,1130000,795000,1925000,7,,2025-03-31 09:04:02,VJ196,U1_ECO,SGN,AL002
2025-04-10 17:20:00,Người lớn,1,1130000,795000,1925000,7,,2025-03-31 09:04:03,VJ1152,U1_ECO,SGN,AL002
2025-04-10 18:45:00,Người lớn,1,1130000,795000,1925000,7,,2025-03-31 09:04:04,VJ1156,U1_ECO,SGN,AL002
2025-04-10 20:00:00,Người lớn,1,1130000,795000,1925000,7,,2025-03-31 09:04:04,VJ1160,U1_ECO,SGN,AL002
2025-04-10 20:30:00,Người lớn,1,1130000,795000,1925000,7,,2025-03-31 09:04:05,VJ180,U1_ECO,SGN,AL002
2025-04-10 21:00:00,Người lớn,1,1130000,795000,1925000,7,,2025-03-31 09:04:06,VJ174,U1_ECO,SGN,AL002
2025-04-10 05:00:00,Người lớn,1,1290000,808000,2098000,7,,2025-03-31 09:04:06,VJ1198,J1_ECO,SGN,AL002
2025-04-10 06:00:00,Người lớn,1,1290000,808000,2098000,7,,2025-03-31 09:04:07,VJ1128,J1_ECO,SGN,AL002
2025-04-10 07:10:00,Người lớn,1,1290000,808000,2098000,7,,2025-03-31 09:04:08,VJ190,J1_ECO,SGN,AL002
2025-04-10 07:30:00,Người lớn,1,1290000,808000,2098000,7,,2025-03-31 09:04:08,VJ120,J1_ECO,SGN,AL002
2025-04-10 12:10:00,Người lớn,1,1290000,808000,2098000,7,,2025-03-31 09:04:09,VJ198,J1_ECO,SGN,AL002
2025-04-10 16:50:00,Người lớn,1,1290000,808000,2098000,7,,2025-03-31 09:04:09,VJ1162,J1_ECO,SGN,AL002
2025-04-10 20:00:00,Người lớn,1,1290000,808000,2098000,7,,2025-03-31 09:04:10,VJ1176,J1_ECO,SGN,AL002
2025-04-10 09:20:00,Người lớn,1,1440000,820000,2260000,7,,2025-03-31 09:04:11,VJ124,I1_ECO,SGN,AL002
2025-04-10 11:25:00,Người lớn,1,1440000,820000,2260000,7,,2025-03-31 09:04:10,VJ1140,I1_ECO,SGN,AL002
2025-04-10 12:25:00,Người lớn,1,1440000,820000,2260000,7,,2025-03-31 09:04:11,VJ1138,I1_ECO,SGN,AL002
2025-04-10 16:40:00,Người lớn,1,1449000,805000,2254000,10,23.0,2025-03-31 09:04:11,VN252,R,SGN,AL004
2025-04-10 17:00:00,Người lớn,1,1449000,805000,2254000,10,23.0,2025-03-31 09:04:12,VN254,R,SGN,AL004
2025-04-10 19:35:00,Người lớn,1,1449000,805000,2254000,10,23.0,2025-03-31 09:04:13,VN262,R,SGN,AL004
2025-04-10 20:00:00,Người lớn,1,1449000,805000,2254000,10,23.0,2025-03-31 09:04:13,VN220,R,SGN,AL004
2025-04-10 20:30:00,Người lớn,1,1449000,805000,2254000,10,23.0,2025-03-31 09:04:14,VN256,R,SGN,AL004
2025-04-10 10:25:00,Người lớn,1,1610000,833000,2443000,7,,2025-03-31 09:04:15,VJ1130,B1_ECO,SGN,AL002
2025-04-10 12:50:00,Người lớn,1,1629000,835000,2464000,7,,2025-03-31 09:04:15,QH242,ECONOMYSMART,SGN,AL001
2025-04-10 15:45:00,Người lớn,1,1629000,835000,2464000,7,,2025-03-31 09:04:16,QH254,ECONOMYSMART,SGN,AL001
2025-04-10 18:40:00,Người lớn,1,1629000,835000,2464000,7,,2025-03-31 09:04:17,QH268,ECONOMYSMART,SGN,AL001
2025-04-10 23:05:00,Người lớn,1,1629000,835000,2464000,7,,2025-03-31 09:04:17,QH290,ECONOMYSMART,SGN,AL001
2025-04-10 15:00:00,Người lớn,1,1639000,821000,2460000,10,23.0,2025-03-31 09:04:18,VN250,N,SGN,AL004
2025-04-10 19:00:00,Người lớn,1,1639000,821000,2460000,10,23.0,2025-03-31 09:04:18,VN258,N,SGN,AL004
