Departure Location,Departure Time,Arrival Location,Arrival Time,Flight Duration,Aircraft Type,Passenger Type,Number of Tickets,Price per Ticket,Taxes & Fees,Total Price,Carry-on Baggage,Checked Baggage,Refund Policy,Scrape Time,Airline,Flight Code,Fare Class
TP Hồ Chí Minh (SGN),2025-06-11 12:00:00,Hà Nội (HAN),2025-06-11 14:05:00,2.08,Airbus A359,Người lớn,1,7599000,1297000,8896000,18kg,32kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên', '- Miễn phí quầy ưu tiên', '- Miễn phí phòng chờ BSV']",2025-03-31 10:11:57,Vietnam Airlines,VN212,J
TP Hồ Chí Minh (SGN),2025-06-11 13:00:00,Hà Nội (HAN),2025-06-11 15:05:00,2.08,Airbus A359,Người lớn,1,7599000,1297000,8896000,18kg,32kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên', '- Miễn phí quầy ưu tiên', '- Miễn phí phòng chờ BSV']",2025-03-31 10:11:58,Vietnam Airlines,VN248,J
TP Hồ Chí Minh (SGN),2025-06-11 14:00:00,Hà Nội (HAN),2025-06-11 16:05:00,2.08,Boeing 787,Người lớn,1,7599000,1297000,8896000,18kg,32kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên', '- Miễn phí quầy ưu tiên', '- Miễn phí phòng chờ BSV']",2025-03-31 10:11:59,Vietnam Airlines,VN214,J
TP Hồ Chí Minh (SGN),2025-06-11 15:00:00,Hà Nội (HAN),2025-06-11 17:05:00,2.08,Boeing 787,Người lớn,1,7599000,1297000,8896000,18kg,32kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên', '- Miễn phí quầy ưu tiên', '- Miễn phí phòng chờ BSV']",2025-03-31 10:11:59,Vietnam Airlines,VN250,J
TP Hồ Chí Minh (SGN),2025-06-11 16:00:00,Hà Nội (HAN),2025-06-11 18:05:00,2.08,Airbus A350,Người lớn,1,7599000,1297000,8896000,18kg,32kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên', '- Miễn phí quầy ưu tiên', '- Miễn phí phòng chờ BSV']",2025-03-31 10:12:00,Vietnam Airlines,VN216,J
TP Hồ Chí Minh (SGN),2025-06-11 17:00:00,Hà Nội (HAN),2025-06-11 19:10:00,2.17,Boeing 787,Người lớn,1,7599000,1297000,8896000,18kg,32kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên', '- Miễn phí quầy ưu tiên', '- Miễn phí phòng chờ BSV']",2025-03-31 10:12:01,Vietnam Airlines,VN254,J
TP Hồ Chí Minh (SGN),2025-06-11 19:00:00,Hà Nội (HAN),2025-06-11 21:05:00,2.08,Boeing 787,Người lớn,1,7599000,1297000,8896000,18kg,32kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên', '- Miễn phí quầy ưu tiên', '- Miễn phí phòng chờ BSV']",2025-03-31 10:12:00,Vietnam Airlines,VN258,J
TP Hồ Chí Minh (SGN),2025-06-11 19:35:00,Hà Nội (HAN),2025-06-11 21:40:00,2.08,Boeing 787,Người lớn,1,7599000,1297000,8896000,18kg,32kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên', '- Miễn phí quầy ưu tiên', '- Miễn phí phòng chờ BSV']",2025-03-31 10:12:00,Vietnam Airlines,VN262,J
TP Hồ Chí Minh (SGN),2025-06-11 20:00:00,Hà Nội (HAN),2025-06-11 22:05:00,2.08,Boeing 787,Người lớn,1,7599000,1297000,8896000,18kg,32kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên', '- Miễn phí quầy ưu tiên', '- Miễn phí phòng chờ BSV']",2025-03-31 10:12:01,Vietnam Airlines,VN220,J
TP Hồ Chí Minh (SGN),2025-06-11 16:40:00,Hà Nội (HAN),2025-06-11 18:45:00,2.08,Boeing 787,Người lớn,1,7599000,1297000,8896000,18kg,32kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên', '- Miễn phí quầy ưu tiên', '- Miễn phí phòng chờ BSV']",2025-03-31 10:12:02,Vietnam Airlines,VN252,J
TP Hồ Chí Minh (SGN),2025-06-11 18:00:00,Hà Nội (HAN),2025-06-11 20:05:00,2.08,Boeing 787,Người lớn,1,7599000,1297000,8896000,18kg,32kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên', '- Miễn phí quầy ưu tiên', '- Miễn phí phòng chờ BSV']",2025-03-31 10:12:02,Vietnam Airlines,VN218,J
TP Hồ Chí Minh (SGN),2025-06-12 06:00:00,Hà Nội (HAN),2025-06-12 08:10:00,2.17,Airbus A321,Người lớn,1,890000,776000,1666000,7kg,,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 10:12:08,Vietjet Air,VJ1128,Z1_ECO
TP Hồ Chí Minh (SGN),2025-06-12 06:15:00,Hà Nội (HAN),2025-06-12 08:25:00,2.17,Airbus A321,Người lớn,1,890000,776000,1666000,7kg,,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 10:12:09,Vietjet Air,VJ196,Z1_ECO
TP Hồ Chí Minh (SGN),2025-06-12 07:30:00,Hà Nội (HAN),2025-06-12 09:40:00,2.17,Airbus A321,Người lớn,1,890000,776000,1666000,7kg,,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 10:12:09,Vietjet Air,VJ120,Z1_ECO
TP Hồ Chí Minh (SGN),2025-06-12 20:30:00,Hà Nội (HAN),2025-06-12 22:35:00,2.08,Boeing 787,Người lớn,1,1259000,790000,2049000,10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé mất phí']",2025-03-31 10:12:10,Vietnam Airlines,VN256,T
TP Hồ Chí Minh (SGN),2025-06-12 21:00:00,Hà Nội (HAN),2025-06-12 23:05:00,2.08,Airbus A321,Người lớn,1,1259000,790000,2049000,10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé mất phí']",2025-03-31 10:12:11,Vietnam Airlines,VN260,T
TP Hồ Chí Minh (SGN),2025-06-12 22:00:00,Hà Nội (HAN),2025-06-13 00:05:00,2.08,Airbus A321,Người lớn,1,1259000,790000,2049000,10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé mất phí']",2025-03-31 10:12:11,Vietnam Airlines,VN224,T
TP Hồ Chí Minh (SGN),2025-06-12 04:55:00,Hà Nội (HAN),2025-06-12 07:05:00,2.17,Airbus A321,Người lớn,1,1259000,790000,2049000,7kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé mất phí']",2025-03-31 10:12:12,Pacific Airlines,VN6002,T
TP Hồ Chí Minh (SGN),2025-06-12 05:45:00,Hà Nội (HAN),2025-06-12 07:55:00,2.17,Airbus A321,Người lớn,1,1358000,867000,2225000,7kg,,[],2025-03-31 10:12:12,Vietravel Airlines,VU750,N
TP Hồ Chí Minh (SGN),2025-06-12 07:30:00,Hà Nội (HAN),2025-06-12 09:40:00,2.17,Airbus A320,Người lớn,1,1419000,818000,2237000,7kg,,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 10:12:13,Bamboo Airways,QH204,ECONOMYSMART
TP Hồ Chí Minh (SGN),2025-06-12 08:30:00,Hà Nội (HAN),2025-06-12 10:40:00,2.17,Airbus A321,Người lớn,1,1419000,818000,2237000,7kg,,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 10:12:14,Bamboo Airways,QH208,ECONOMYSMART
TP Hồ Chí Minh (SGN),2025-06-12 10:40:00,Hà Nội (HAN),2025-06-12 12:50:00,2.17,Airbus A321,Người lớn,1,1419000,818000,2237000,7kg,,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 10:12:14,Bamboo Airways,QH224,ECONOMYSMART
TP Hồ Chí Minh (SGN),2025-06-12 08:10:00,Hà Nội (HAN),2025-06-12 10:20:00,2.17,Airbus A321,Người lớn,1,890000,776000,1666000,7kg,,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 10:12:15,Vietjet Air,VJ1126,Z1_ECO
TP Hồ Chí Minh (SGN),2025-06-12 09:40:00,Hà Nội (HAN),2025-06-12 11:50:00,2.17,Airbus A321,Người lớn,1,890000,776000,1666000,7kg,,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 10:12:16,Vietjet Air,VJ1132,Z1_ECO
TP Hồ Chí Minh (SGN),2025-06-12 10:25:00,Hà Nội (HAN),2025-06-12 12:35:00,2.17,320B,Người lớn,1,890000,776000,1666000,7kg,,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 10:12:16,Vietjet Air,VJ1130,Z1_ECO
TP Hồ Chí Minh (SGN),2025-06-12 11:25:00,Hà Nội (HAN),2025-06-12 13:35:00,2.17,Airbus A330,Người lớn,1,890000,776000,1666000,7kg,,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 10:12:17,Vietjet Air,VJ1140,Z1_ECO
TP Hồ Chí Minh (SGN),2025-06-12 12:10:00,Hà Nội (HAN),2025-06-12 14:20:00,2.17,Airbus A330,Người lớn,1,890000,776000,1666000,7kg,,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 10:12:18,Vietjet Air,VJ198,Z1_ECO
TP Hồ Chí Minh (SGN),2025-06-12 12:25:00,Hà Nội (HAN),2025-06-12 14:35:00,2.17,Airbus A321,Người lớn,1,890000,776000,1666000,7kg,,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 10:12:18,Vietjet Air,VJ1138,Z1_ECO
TP Hồ Chí Minh (SGN),2025-06-12 15:25:00,Hà Nội (HAN),2025-06-12 17:35:00,2.17,Airbus A321,Người lớn,1,890000,776000,1666000,7kg,,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 10:12:19,Vietjet Air,VJ146,Z1_ECO
TP Hồ Chí Minh (SGN),2025-06-12 16:50:00,Hà Nội (HAN),2025-06-12 19:00:00,2.17,Airbus A321,Người lớn,1,890000,776000,1666000,7kg,,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 10:12:20,Vietjet Air,VJ1162,Z1_ECO
TP Hồ Chí Minh (SGN),2025-06-12 18:45:00,Hà Nội (HAN),2025-06-12 20:55:00,2.17,Airbus A321,Người lớn,1,890000,776000,1666000,7kg,,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 10:12:20,Vietjet Air,VJ1156,Z1_ECO
TP Hồ Chí Minh (SGN),2025-06-12 19:40:00,Hà Nội (HAN),2025-06-12 21:50:00,2.17,Airbus A321,Người lớn,1,890000,776000,1666000,7kg,,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 10:12:21,Vietjet Air,VJ1158,Z1_ECO
TP Hồ Chí Minh (SGN),2025-06-12 20:00:00,Hà Nội (HAN),2025-06-12 22:10:00,2.17,Airbus A321,Người lớn,1,890000,776000,1666000,7kg,,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 10:12:21,Vietjet Air,VJ1160,Z1_ECO
TP Hồ Chí Minh (SGN),2025-06-12 20:00:00,Hà Nội (HAN),2025-06-12 22:10:00,2.17,Airbus A321,Người lớn,1,890000,776000,1666000,7kg,,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 10:12:22,Vietjet Air,VJ1176,Z1_ECO
TP Hồ Chí Minh (SGN),2025-06-12 20:30:00,Hà Nội (HAN),2025-06-12 22:40:00,2.17,Airbus A321,Người lớn,1,890000,776000,1666000,7kg,,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 10:12:23,Vietjet Air,VJ180,Z1_ECO
TP Hồ Chí Minh (SGN),2025-06-12 21:00:00,Hà Nội (HAN),2025-06-12 23:10:00,2.17,Airbus A321,Người lớn,1,890000,776000,1666000,7kg,,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 10:12:23,Vietjet Air,VJ174,Z1_ECO
TP Hồ Chí Minh (SGN),2025-06-12 22:10:00,Hà Nội (HAN),2025-06-13 00:20:00,2.17,Airbus A321,Người lớn,1,890000,776000,1666000,7kg,,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 10:12:24,Vietjet Air,VJ172,Z1_ECO
TP Hồ Chí Minh (SGN),2025-06-12 23:35:00,Hà Nội (HAN),2025-06-13 01:45:00,2.17,Airbus A321,Người lớn,1,890000,776000,1666000,7kg,,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 10:12:25,Vietjet Air,VJ1170,Z1_ECO
TP Hồ Chí Minh (SGN),2025-06-12 05:00:00,Hà Nội (HAN),2025-06-12 07:10:00,2.17,320B,Người lớn,1,1010000,785000,1795000,7kg,,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 10:12:25,Vietjet Air,VJ1198,W1_ECO
TP Hồ Chí Minh (SGN),2025-06-12 07:10:00,Hà Nội (HAN),2025-06-12 09:20:00,2.17,Airbus A321,Người lớn,1,1010000,785000,1795000,7kg,,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 10:12:26,Vietjet Air,VJ190,W1_ECO
TP Hồ Chí Minh (SGN),2025-06-12 09:20:00,Hà Nội (HAN),2025-06-12 11:30:00,2.17,Airbus A320,Người lớn,1,1010000,785000,1795000,7kg,,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 10:12:27,Vietjet Air,VJ124,W1_ECO
TP Hồ Chí Minh (SGN),2025-06-12 16:05:00,Hà Nội (HAN),2025-06-12 18:15:00,2.17,Airbus A321,Người lớn,1,1010000,785000,1795000,7kg,,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 10:12:27,Vietjet Air,VJ150,W1_ECO
TP Hồ Chí Minh (SGN),2025-06-12 17:20:00,Hà Nội (HAN),2025-06-12 19:30:00,2.17,Airbus A321,Người lớn,1,1010000,785000,1795000,7kg,,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 10:12:28,Vietjet Air,VJ1152,W1_ECO
TP Hồ Chí Minh (SGN),2025-06-12 23:00:00,Hà Nội (HAN),2025-06-13 01:05:00,2.08,Airbus A321,Người lớn,1,1259000,790000,2049000,10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé mất phí']",2025-03-31 10:12:28,Vietnam Airlines,VN270,T
TP Hồ Chí Minh (SGN),2025-06-12 13:15:00,Hà Nội (HAN),2025-06-12 15:25:00,2.17,Airbus A320,Người lớn,1,1419000,818000,2237000,7kg,,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 10:12:29,Bamboo Airways,QH242,ECONOMYSMART
TP Hồ Chí Minh (SGN),2025-06-12 21:30:00,Hà Nội (HAN),2025-06-12 23:40:00,2.17,Airbus A321,Người lớn,1,1419000,818000,2237000,7kg,,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 10:12:30,Bamboo Airways,QH284,ECONOMYSMART
TP Hồ Chí Minh (SGN),2025-06-12 23:05:00,Hà Nội (HAN),2025-06-13 01:15:00,2.17,Airbus A320,Người lớn,1,1419000,818000,2237000,7kg,,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 10:12:30,Bamboo Airways,QH290,ECONOMYSMART
TP Hồ Chí Minh (SGN),2025-06-12 06:00:00,Hà Nội (HAN),2025-06-12 08:05:00,2.08,Boeing 787,Người lớn,1,1449000,805000,2254000,10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé mất phí']",2025-03-31 10:12:31,Vietnam Airlines,VN206,R
TP Hồ Chí Minh (SGN),2025-06-12 05:25:00,Hà Nội (HAN),2025-06-12 07:35:00,2.17,Airbus A321,Người lớn,1,1629000,835000,2464000,7kg,,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 10:12:32,Bamboo Airways,QH202,ECONOMYSMART
TP Hồ Chí Minh (SGN),2025-06-12 15:45:00,Hà Nội (HAN),2025-06-12 17:55:00,2.17,Airbus A321,Người lớn,1,1629000,835000,2464000,7kg,,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 10:12:31,Bamboo Airways,QH254,ECONOMYSMART
TP Hồ Chí Minh (SGN),2025-06-12 18:55:00,Hà Nội (HAN),2025-06-12 21:05:00,2.17,Airbus A320,Người lớn,1,1629000,835000,2464000,7kg,,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 10:12:31,Bamboo Airways,QH268,ECONOMYSMART
TP Hồ Chí Minh (SGN),2025-06-12 08:00:00,Hà Nội (HAN),2025-06-12 10:05:00,2.08,Boeing 787,Người lớn,1,1639000,821000,2460000,10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé mất phí']",2025-03-31 10:12:32,Vietnam Airlines,VN208,N
TP Hồ Chí Minh (SGN),2025-06-12 11:00:00,Hà Nội (HAN),2025-06-12 13:05:00,2.08,Airbus A321,Người lớn,1,1639000,821000,2460000,10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé mất phí']",2025-03-31 10:12:33,Vietnam Airlines,VN246,N
TP Hồ Chí Minh (SGN),2025-06-12 12:00:00,Hà Nội (HAN),2025-06-12 14:05:00,2.08,Boeing 787,Người lớn,1,1639000,821000,2460000,10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé mất phí']",2025-03-31 10:12:33,Vietnam Airlines,VN212,N
TP Hồ Chí Minh (SGN),2025-06-12 13:00:00,Hà Nội (HAN),2025-06-12 15:05:00,2.08,Boeing 787,Người lớn,1,1639000,821000,2460000,10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé mất phí']",2025-03-31 10:12:34,Vietnam Airlines,VN248,N
TP Hồ Chí Minh (SGN),2025-06-12 14:00:00,Hà Nội (HAN),2025-06-12 16:05:00,2.08,Boeing 787,Người lớn,1,1639000,821000,2460000,10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé mất phí']",2025-03-31 10:12:34,Vietnam Airlines,VN214,N
TP Hồ Chí Minh (SGN),2025-06-12 15:00:00,Hà Nội (HAN),2025-06-12 17:05:00,2.08,Airbus A359,Người lớn,1,1639000,821000,2460000,10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé mất phí']",2025-03-31 10:12:35,Vietnam Airlines,VN250,N
TP Hồ Chí Minh (SGN),2025-06-12 16:00:00,Hà Nội (HAN),2025-06-12 18:05:00,2.08,Airbus A359,Người lớn,1,1639000,821000,2460000,10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé mất phí']",2025-03-31 10:12:36,Vietnam Airlines,VN216,N
TP Hồ Chí Minh (SGN),2025-06-12 16:40:00,Hà Nội (HAN),2025-06-12 18:45:00,2.08,Airbus A350,Người lớn,1,1639000,821000,2460000,10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé mất phí']",2025-03-31 10:12:36,Vietnam Airlines,VN252,N
TP Hồ Chí Minh (SGN),2025-06-12 17:00:00,Hà Nội (HAN),2025-06-12 19:10:00,2.17,Boeing 787,Người lớn,1,1639000,821000,2460000,10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé mất phí']",2025-03-31 10:12:37,Vietnam Airlines,VN254,N
TP Hồ Chí Minh (SGN),2025-06-12 18:00:00,Hà Nội (HAN),2025-06-12 20:05:00,2.08,Boeing 787,Người lớn,1,1639000,821000,2460000,10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé mất phí']",2025-03-31 10:12:38,Vietnam Airlines,VN218,N
TP Hồ Chí Minh (SGN),2025-06-12 19:00:00,Hà Nội (HAN),2025-06-12 21:05:00,2.08,Boeing 787,Người lớn,1,1639000,821000,2460000,10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé mất phí']",2025-03-31 10:12:38,Vietnam Airlines,VN258,N
TP Hồ Chí Minh (SGN),2025-06-12 19:35:00,Hà Nội (HAN),2025-06-12 21:40:00,2.08,Boeing 787,Người lớn,1,1639000,821000,2460000,10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé mất phí']",2025-03-31 10:12:39,Vietnam Airlines,VN262,N
TP Hồ Chí Minh (SGN),2025-06-12 20:00:00,Hà Nội (HAN),2025-06-12 22:05:00,2.08,Boeing 787,Người lớn,1,1639000,821000,2460000,10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé mất phí']",2025-03-31 10:12:40,Vietnam Airlines,VN220,N
TP Hồ Chí Minh (SGN),2025-06-12 07:00:00,Hà Nội (HAN),2025-06-12 09:05:00,2.08,Airbus A359,Người lớn,1,1809000,834000,2643000,10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé mất phí']",2025-03-31 10:12:40,Vietnam Airlines,VN240,Q
TP Hồ Chí Minh (SGN),2025-06-12 09:00:00,Hà Nội (HAN),2025-06-12 11:05:00,2.08,Airbus A359,Người lớn,1,1809000,834000,2643000,10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé mất phí']",2025-03-31 10:12:41,Vietnam Airlines,VN244,Q
TP Hồ Chí Minh (SGN),2025-06-12 10:00:00,Hà Nội (HAN),2025-06-12 12:05:00,2.08,Airbus A359,Người lớn,1,1809000,834000,2643000,10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé mất phí']",2025-03-31 10:12:41,Vietnam Airlines,VN210,Q
TP Hồ Chí Minh (SGN),2025-06-12 08:30:00,Hà Nội (HAN),2025-06-12 10:40:00,2.17,Airbus A321,Người lớn,1,4399000,1056000,5455000,14kg,40kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 10:12:42,Bamboo Airways,QH208,BUSINESSSMART
TP Hồ Chí Minh (SGN),2025-06-12 10:40:00,Hà Nội (HAN),2025-06-12 12:50:00,2.17,Airbus A321,Người lớn,1,4399000,1056000,5455000,14kg,40kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 10:12:43,Bamboo Airways,QH224,BUSINESSSMART
TP Hồ Chí Minh (SGN),2025-06-12 21:30:00,Hà Nội (HAN),2025-06-12 23:40:00,2.17,Airbus A321,Người lớn,1,4399000,1056000,5455000,14kg,40kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 10:12:43,Bamboo Airways,QH284,BUSINESSSMART
TP Hồ Chí Minh (SGN),2025-06-12 23:05:00,Hà Nội (HAN),2025-06-13 01:15:00,2.17,Airbus A320,Người lớn,1,4399000,1056000,5455000,14kg,40kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 10:12:44,Bamboo Airways,QH290,BUSINESSSMART
TP Hồ Chí Minh (SGN),2025-06-12 05:25:00,Hà Nội (HAN),2025-06-12 07:35:00,2.17,Airbus A321,Người lớn,1,4399000,1056000,5455000,14kg,40kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 10:12:45,Bamboo Airways,QH202,BUSINESSSMART
TP Hồ Chí Minh (SGN),2025-06-12 15:45:00,Hà Nội (HAN),2025-06-12 17:55:00,2.17,Airbus A321,Người lớn,1,4399000,1056000,5455000,14kg,40kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 10:12:45,Bamboo Airways,QH254,BUSINESSSMART
TP Hồ Chí Minh (SGN),2025-06-12 04:55:00,Hà Nội (HAN),2025-06-12 07:05:00,2.17,Airbus A321,Người lớn,1,4899000,1081000,5980000,7kg,32kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên', '- Miễn phí quầy ưu tiên', '- Miễn phí phòng chờ BSV']",2025-03-31 10:12:46,Pacific Airlines,VN6002,I
TP Hồ Chí Minh (SGN),2025-06-12 20:30:00,Hà Nội (HAN),2025-06-12 22:35:00,2.08,Boeing 787,Người lớn,1,4899000,1081000,5980000,18kg,32kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên', '- Miễn phí quầy ưu tiên', '- Miễn phí phòng chờ BSV']",2025-03-31 10:12:46,Vietnam Airlines,VN256,I
